close,date,high,low,open,quoteVolume,volume,weightedAverage
4.54299833,1483473600,4.5659909,4.51000001,4.53701869,311.56430751,1406.97026106,4.51582619
4.53330192,1483475400,4.54299997,4.53330192,4.54299997,1.71768942,7.80329181,4.54290031
4.53599987,1483477200,4.5559999,4.52220741,4.53330192,327.80058558,1492.45031854,4.55292145
4.52490168,1483479000,4.5559999,4.52490168,4.55599989,128.7430721,585.66796422,4.54912217
4.55599985,1483480800,4.55599985,4.55599985,4.55599985,0.31997588,1.45781006,4.55599985
4.55917011,1483482600,4.55917011,4.55917011,4.55917011,0.10858324,0.49504946,4.55917011
4.58,1483484400,4.58,4.5493695,4.55,60.85473155,277.76692738,4.56442613
4.59,1483486200,4.59,4.58027232,4.58634238,56.03650658,257.20489608,4.58995236
4.5976298,1483488000,4.5976298,4.546,4.59,58.40018745,265.87094878,4.55257012
4.59999999,1483489800,4.6,4.5976298,4.5976298,98.42519695,452.75590428,4.59999998
4.6,1483491600,4.6,4.5737044,4.5737044,15.87638846,73.02643302,4.59968797
4.62,1483493400,4.62,4.6,4.6,472.91838546,2184.29315302,4.61875287
4.608,1483495200,4.608,4.608,4.608,1.60051608,7.37517809,4.608
4.59,1483497000,4.608,4.59,4.608,47.01301848,216.54298344,4.6060217
4.61527313,1483498800,4.61527313,4.59,4.59,33.7552263,154.96750375,4.59091882
4.61999988,1483500600,4.62,4.59000073,4.61527313,487.25745795,2251.03380543,4.61980369
4.63190055,1483502400,4.63999999,4.59000337,4.61999986,950.93413634,4399.33494928,4.62632981
4.64999999,1483504200,4.64999999,4.63190055,4.63190055,167.845966,779.60393355,4.64475823
4.64999971,1483506000,4.65,4.60892827,4.60892831,515.52746417,2381.33077108,4.61921223
4.605,1483507800,4.64999989,4.605,4.64999362,488.26533318,2268.90456193,4.64686801
4.63,1483509600,4.64899549,4.605,4.605,13.83582878,64.00655783,4.62614555
4.63,1483511400,4.65699998,4.63,4.63,138.46208028,642.45185825,4.63991193
4.612,1483513200,4.612,4.612,4.612,14.900113,68.71932115,4.612
4.5991,1483515000,4.64799975,4.5991,4.64799975,37.60116782,174.08144485,4.62968186
4.59,1483516800,4.62599945,4.59,4.59347569,92.25852274,424.11078107,4.59698213
4.58699998,1483518600,4.63499295,4.56812903,4.63499295,647.73309426,2978.4560222,4.59827674
4.58699989,1483520400,4.58699989,4.56,4.57780229,62.86499755,287.77177978,4.57761538
4.61752355,1483522200,4.61752355,4.55532784,4.58663266,370.9731717,1712.48304834,4.61619108
4.6135932,1483524000,4.62010181,4.585,4.62010181,48.4734761,222.32615118,4.58655266
4.63151409,1483525800,4.63165206,4.57336014,4.57336015,538.75062653,2481.41184249,4.60586349
4.685,1483527600,4.685,4.62,4.63165206,1325.55765231,6140.20448707,4.63216705
4.68,1483529400,4.68,4.63183208,4.641,779.46419049,3624.0046658,4.64935363
4.65503503,1483531200,4.69,4.62912366,4.62912366,639.92463289,2999.65726545,4.68751648
4.69830758,1483533000,4.69830758,4.6500001,4.65000051,263.6747286,1232.26008916,4.6734099
4.67006599,1483534800,4.69830758,4.67006599,4.69830758,87.10987821,407.97770152,4.68348377
4.67,1483536600,4.71674236,4.67,4.68,475.49960989,2235.38142864,4.70112147
4.63065576,1483538400,4.70213048,4.51099998,4.67,1045.24147349,4826.26864952,4.61737193
4.6288333,1483540200,4.63065546,4.6288333,4.63065546,60.40766576,279.63119653,4.62906806
4.57059105,1483542000,4.65752928,4.555,4.6314515,307.05039918,1408.88940546,4.58846303
4.61787152,1483543800,4.61787156,4.58059122,4.58059123,46.50317942,214.67052635,4.61625482
4.61787155,1483545600,4.61787155,4.61787155,4.61787155,47.85754598,221.00000003,4.61787155
4.648,1483547400,4.65151884,4.61787156,4.61787156,45.2715989,209.85255758,4.63541298
4.69932592,1483549200,4.69999999,4.62278326,4.65151883,485.05979186,2277.65590737,4.69561886
4.68999999,1483551000,4.69353708,4.62000001,4.68679278,241.54932525,1128.35392182,4.67131887
4.6,1483552800,4.68999995,4.6,4.64452335,1375.76134632,6361.91447238,4.62428639
4.62718979,1483554600,4.6275994,4.572,4.62759938,192.75210823,886.1380369,4.59729361
4.55,1483556400,4.63391958,4.55,4.62760002,5473.1546554,24922.8836254,4.55365967
4.61201282,1483558200,4.61201282,4.55,4.55,988.98439873,4503.83579722,4.55400085
4.60206913,1483560000,4.61201282,4.55002226,4.61201282,1044.46292106,4802.26300593,4.59783005
4.49,1483561800,4.59996965,4.49,4.59996965,2156.88751097,9760.03271881,4.52505412
4.50755492,1483563600,4.50755492,4.44,4.48,860.56586677,3831.19793405,4.451952
4.47351709,1483565400,4.575,4.47000001,4.51552497,3452.35255619,15693.1878744,4.54565042
4.48751325,1483567200,4.5360417,4.48569056,4.48569056,5.2454,23.53220034,4.48625468
4.60105043,1483569000,4.60105043,4.48900001,4.48900001,394.68407501,1809.48739728,4.5846476
4.55253841,1483570800,4.61099999,4.49001,4.54372512,542.98740096,2465.36636853,4.5403749
4.6030851,1483572600,4.65,4.55253841,4.56305488,939.56514695,4292.8930341,4.56902115
4.65314022,1483574400,4.7,4.63411561,4.63411561,2864.19490427,13378.61099269,4.67098484
4.60199966,1483576200,4.69999999,4.57892167,4.65313998,58.10927978,271.46044456,4.67155066
4.572,1483578000,4.64474111,4.56327732,4.60802008,104.23739741,483.09326601,4.63454842
4.65223342,1483579800,4.65223342,4.60447443,4.61973046,89.66838069,416.82207471,4.64848446
4.61799999,1483581600,4.66313699,4.60797861,4.623,1135.21073739,5254.41706156,4.62858294
4.61799999,1483583400,4.65399999,4.61799999,4.61799999,1016.7465317,4712.55277506,4.63493371
4.599,1483585200,4.67,4.598,4.61799999,1026.82669292,4752.99093444,4.62881513
4.64685515,1483587000,4.64685515,4.5950367,4.6,2.3620446,10.86113695,4.598193
4.65499945,1483588800,4.65799518,4.63609569,4.63609569,3.4055,15.85907516,4.65690065
4.649,1483590600,4.65499999,4.648,4.65499998,91.93938259,427.90279812,4.65418394
4.64899999,1483592400,4.649,4.64899999,4.64899999,582.27011796,2706.97377344,4.64899999
4.59313215,1483594200,4.645,4.5893046,4.64499999,73.04559663,335.75405324,4.59649956
4.57721906,1483596000,4.64801242,4.56016986,4.5937969,123.7299461,569.66816156,4.60412518
4.55,1483597800,4.59823119,4.55,4.57721906,995.50617912,4539.1657216,4.55965599
